brand_name,generic_name,manufacturer,year,total_claims_16,total_claims_17
tolak,fluorouracil,hill derm/pierr,2016,NA,2422
tolcapone,tolcapone,oceanside pharm,2016,NA,352
tolterodine tartrate,tolterodine tartrate,macleods pharma,2016,NA,1971
tolterodine tartrate er,tolterodine tartrate,greenstone llc.,2016,NA,15794
topcare ultra comfort,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2013,87,NA
topcare ultra comfort,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2014,95,NA
topcare ultra comfort,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2015,102,NA
topcare ultra comfort,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2016,70,NA
topcare ultra comfort,"syringe-needle,insulin,0.5 ml",perrigo diabete,2013,589,NA
topcare ultra comfort,"syringe-needle,insulin,0.5 ml",perrigo diabete,2014,477,NA
topcare ultra comfort,"syringe-needle,insulin,0.5 ml",perrigo diabete,2015,379,NA
topcare ultra comfort,"syringe-needle,insulin,0.5 ml",perrigo diabete,2016,222,NA
topiramate,topiramate,apotex corp,2013,20594,NA
topiramate,topiramate,apotex corp,2014,12621,NA
topiramate,topiramate,apotex corp,2015,4127,NA
topiramate,topiramate,apotex corp,2016,799,NA
topiramate,topiramate,avpak,2015,NA,31
topiramate,topiramate,avpak,2016,NA,137
topiramate er,topiramate,upsher smith,2014,252,NA
topiramate er,topiramate,upsher smith,2015,3099,NA
topiramate er,topiramate,upsher smith,2016,4865,NA
topiramate er,topiramate,upsher smith la,2014,NA,252
topiramate er,topiramate,upsher smith la,2015,NA,3099
topiramate er,topiramate,upsher smith la,2016,NA,4865
toposar,etoposide,teva parenteral,2013,52,NA
toposar,etoposide,teva parenteral,2014,95,NA
toposar,etoposide,teva parenteral,2015,124,NA
toposar,etoposide,teva parenteral,2016,54,NA
torisel,temsirolimus,wyeth pharm,2013,80,NA
torisel,temsirolimus,wyeth pharm,2014,89,NA
torisel,temsirolimus,wyeth pharm,2015,109,NA
torisel,temsirolimus,wyeth pharm,2016,83,NA
torisel,temsirolimus,wyeth/pfizer,2013,NA,80
torisel,temsirolimus,wyeth/pfizer,2014,NA,89
torisel,temsirolimus,wyeth/pfizer,2015,NA,109
torisel,temsirolimus,wyeth/pfizer,2016,NA,83
torsemide,torsemide,citron pharma l,2016,NA,815
torsemide,torsemide,"pliva, inc",2013,21902,NA
torsemide,torsemide,"pliva, inc",2014,28466,NA
torsemide,torsemide,"pliva, inc",2015,37664,NA
torsemide,torsemide,"pliva, inc",2016,44506,NA
torsemide,torsemide,qualitest,2013,89526,NA
torsemide,torsemide,qualitest,2014,139813,NA
torsemide,torsemide,qualitest,2015,14682,NA
torsemide,torsemide,qualitest,2016,2239,NA
tramadol hcl,tramadol hcl,apotex corp,2013,228456,NA
tramadol hcl,tramadol hcl,apotex corp,2014,104276,NA
tramadol hcl,tramadol hcl,apotex corp,2015,6001,NA
tramadol hcl,tramadol hcl,apotex corp,2016,1031,NA
tramadol hcl,tramadol hcl,macleods pharma,2016,NA,1147
tramadol hcl er,tramadol hcl,mylan,2016,NA,14944
trandolapril,trandolapril,actavis pharma,2013,47898,NA
trandolapril,trandolapril,actavis pharma,2014,44382,NA
trandolapril,trandolapril,actavis pharma,2015,36963,NA
trandolapril,trandolapril,actavis pharma,2016,36751,NA
trandolapril,trandolapril,actavis pharma/,2013,NA,47898
trandolapril,trandolapril,actavis pharma/,2014,NA,44382
trandolapril,trandolapril,actavis pharma/,2015,NA,36963
trandolapril,trandolapril,actavis pharma/,2016,NA,36751
trandolapril,trandolapril,citron pharma l,2016,NA,3850
trandolapril,trandolapril,teva usa,2013,40054,NA
trandolapril,trandolapril,teva usa,2014,30059,NA
trandolapril,trandolapril,teva usa,2015,15369,NA
trandolapril,trandolapril,teva usa,2016,2109,NA
tranexamic acid,tranexamic acid,actavis pharma,2013,1270,NA
tranexamic acid,tranexamic acid,actavis pharma,2014,1398,NA
tranexamic acid,tranexamic acid,actavis pharma,2015,1909,NA
tranexamic acid,tranexamic acid,actavis pharma,2016,2764,NA
tranexamic acid,tranexamic acid,actavis pharma/,2013,NA,1270
tranexamic acid,tranexamic acid,actavis pharma/,2014,NA,1398
tranexamic acid,tranexamic acid,actavis pharma/,2015,NA,1909
tranexamic acid,tranexamic acid,actavis pharma/,2016,NA,2764
tranexamic acid,tranexamic acid,amring pharmace,2016,NA,2150
transderm-scop,scopolamine,sandoz inc.,2016,NA,2166
tranylcypromine sulfate,tranylcypromine sulfate,actavis pharma,2016,NA,3195
trazodone hcl,trazodone hcl,barr,2013,74024,NA
trazodone hcl,trazodone hcl,barr,2014,89192,NA
trazodone hcl,trazodone hcl,barr,2015,32979,NA
trazodone hcl,trazodone hcl,barr,2016,2804,NA
trazodone hcl,trazodone hcl,legacy pharmace,2013,4294,NA
trazodone hcl,trazodone hcl,legacy pharmace,2014,188844,NA
trazodone hcl,trazodone hcl,legacy pharmace,2015,45362,NA
trazodone hcl,trazodone hcl,legacy pharmace,2016,174,NA
trazodone hcl,trazodone hcl,"pliva, inc",2013,3886957,NA
trazodone hcl,trazodone hcl,"pliva, inc",2014,4337995,NA
trazodone hcl,trazodone hcl,"pliva, inc",2015,5142854,NA
trazodone hcl,trazodone hcl,"pliva, inc",2016,4533948,NA
trazodone hcl,trazodone hcl,qualitest,2013,892608,NA
trazodone hcl,trazodone hcl,qualitest,2014,1025276,NA
trazodone hcl,trazodone hcl,qualitest,2015,797182,NA
trazodone hcl,trazodone hcl,qualitest,2016,1596122,NA
trazodone hcl,trazodone hcl,qualitest/par p,2013,NA,891333
trazodone hcl,trazodone hcl,qualitest/par p,2014,NA,1022897
trazodone hcl,trazodone hcl,qualitest/par p,2015,NA,797006
trazodone hcl,trazodone hcl,qualitest/par p,2016,NA,1595886
tretinoin,tretinoin,actavis pharma,2013,10825,NA
tretinoin,tretinoin,actavis pharma,2014,18384,NA
tretinoin,tretinoin,actavis pharma,2015,19740,NA
tretinoin,tretinoin,actavis pharma,2016,21654,NA
tretinoin,tretinoin,actavis pharma/,2013,NA,10825
tretinoin,tretinoin,actavis pharma/,2014,NA,18384
tretinoin,tretinoin,actavis pharma/,2015,NA,19740
tretinoin,tretinoin,actavis pharma/,2016,NA,21654
tretinoin,tretinoin,barr,2013,1469,NA
tretinoin,tretinoin,barr,2014,1090,NA
tretinoin,tretinoin,barr,2015,839,NA
tretinoin,tretinoin,barr,2016,1060,NA
tretinoin,tretinoin,oceanside pharm,2015,NA,46
tretinoin,tretinoin,oceanside pharm,2016,NA,544
tretinoin,tretinoin,rouses/perrigo,2013,NA,63002
tretinoin,tretinoin,rouses/perrigo,2014,NA,72535
tretinoin,tretinoin,rouses/perrigo,2015,NA,62374
tretinoin,tretinoin,rouses/perrigo,2016,NA,66455
tretinoin,tretinoin,rouses/perrigo_,2013,63002,NA
tretinoin,tretinoin,rouses/perrigo_,2014,72535,NA
tretinoin,tretinoin,rouses/perrigo_,2015,62374,NA
tretinoin,tretinoin,rouses/perrigo_,2016,66455,NA
tretinoin,tretinoin,teva usa,2013,NA,1469
tretinoin,tretinoin,teva usa,2014,NA,1090
tretinoin,tretinoin,teva usa,2015,NA,839
tretinoin,tretinoin,teva usa,2016,NA,1060
trexall,methotrexate sodium,duramed/barr,2013,2069,NA
trexall,methotrexate sodium,duramed/barr,2014,2657,NA
trexall,methotrexate sodium,duramed/barr,2015,3046,NA
trexall,methotrexate sodium,duramed/barr,2016,3443,NA
trexall,methotrexate sodium,teva women's he,2013,NA,2069
trexall,methotrexate sodium,teva women's he,2014,NA,2657
trexall,methotrexate sodium,teva women's he,2015,NA,3046
trexall,methotrexate sodium,teva women's he,2016,NA,3443
treximet,sumatriptan succ/naproxen sod,pernix therapeu,2013,9975,NA
treximet,sumatriptan succ/naproxen sod,pernix therapeu,2014,10869,NA
tri-lo-estarylla,norgestimate-ethinyl estradiol,sandoz,2016,NA,975
tri-lo-marzia,norgestimate-ethinyl estradiol,lupin pharmaceu,2016,NA,376
tri-lo-sprintec,norgestimate-ethinyl estradiol,teva usa,2016,NA,1641
tri-previfem,norgestimate-ethinyl estradiol,qualitest,2013,14041,NA
tri-previfem,norgestimate-ethinyl estradiol,qualitest,2014,17664,NA
tri-previfem,norgestimate-ethinyl estradiol,qualitest,2015,15976,NA
tri-previfem,norgestimate-ethinyl estradiol,qualitest,2016,11884,NA
tri-previfem,norgestimate-ethinyl estradiol,qualitest/par p,2013,NA,14041
tri-previfem,norgestimate-ethinyl estradiol,qualitest/par p,2014,NA,17664
tri-previfem,norgestimate-ethinyl estradiol,qualitest/par p,2015,NA,15976
tri-previfem,norgestimate-ethinyl estradiol,qualitest/par p,2016,NA,11884
triamcinolone acetonide,triamcinolone acetonide,g & w labs.,2015,NA,33
triamcinolone acetonide,triamcinolone acetonide,g & w labs.,2016,NA,62168
triamcinolone acetonide,triamcinolone acetonide,glenmark pharma,2016,NA,2171
triamcinolone acetonide,triamcinolone acetonide,"igi labs, inc./",2016,NA,4823
triamcinolone acetonide,triamcinolone acetonide,qualitest,2013,269796,NA
triamcinolone acetonide,triamcinolone acetonide,qualitest,2014,367987,NA
triamcinolone acetonide,triamcinolone acetonide,qualitest,2015,410512,NA
triamcinolone acetonide,triamcinolone acetonide,qualitest,2016,407554,NA
triamcinolone acetonide,triamcinolone acetonide,qualitest/par p,2013,NA,269796
triamcinolone acetonide,triamcinolone acetonide,qualitest/par p,2014,NA,367987
triamcinolone acetonide,triamcinolone acetonide,qualitest/par p,2015,NA,410512
triamcinolone acetonide,triamcinolone acetonide,qualitest/par p,2016,NA,407554
triamcinolone acetonide,triamcinolone acetonide,teva usa,2013,108363,NA
triamcinolone acetonide,triamcinolone acetonide,teva usa,2014,145709,NA
triamcinolone acetonide,triamcinolone acetonide,teva usa,2015,99917,NA
triamcinolone acetonide,triamcinolone acetonide,teva usa,2016,3178,NA
triamterene-hydrochlorothiazid,triamterene/hydrochlorothiazid,actavis pharma,2013,542688,NA
triamterene-hydrochlorothiazid,triamterene/hydrochlorothiazid,actavis pharma,2014,233894,NA
triamterene-hydrochlorothiazid,triamterene/hydrochlorothiazid,actavis pharma,2015,148123,NA
triamterene-hydrochlorothiazid,triamterene/hydrochlorothiazid,actavis pharma,2016,116973,NA
triamterene-hydrochlorothiazid,triamterene/hydrochlorothiazid,actavis pharma/,2013,NA,542688
triamterene-hydrochlorothiazid,triamterene/hydrochlorothiazid,actavis pharma/,2014,NA,233894
triamterene-hydrochlorothiazid,triamterene/hydrochlorothiazid,actavis pharma/,2015,NA,148123
triamterene-hydrochlorothiazid,triamterene/hydrochlorothiazid,actavis pharma/,2016,NA,116973
triamterene-hydrochlorothiazid,triamterene/hydrochlorothiazid,marlex pharm.,2016,NA,2747
tricare,prenatal #103/iron fumarate/fa,medecor pharma,2013,84,NA
tricare,prenatal #103/iron fumarate/fa,medecor pharma,2014,192,NA
tricare,prenatal #103/iron fumarate/fa,medecor pharma,2015,186,NA
tricare,prenatal #103/iron fumarate/fa,medecor pharma,2016,103,NA
tricare,prenatal vit103/iron fum/folic,medecor pharma,2013,NA,84
tricare,prenatal vit103/iron fum/folic,medecor pharma,2014,NA,192
tricare,prenatal vit103/iron fum/folic,medecor pharma,2015,NA,186
tricare,prenatal vit103/iron fum/folic,medecor pharma,2016,NA,103
triesence,triamcinolone acetonide/pf,alcon/novartis,2013,NA,52
triesence,triamcinolone acetonide/pf,alcon/novartis,2014,NA,52
triesence,triamcinolone acetonide/pf,alcon/novartis,2015,NA,31
triesence,triamcinolone acetonide/pf,alcon/novartis,2016,NA,72
trifluoperazine hcl,trifluoperazine hcl,upsher smith,2015,1412,NA
trifluoperazine hcl,trifluoperazine hcl,upsher smith,2016,9138,NA
trifluoperazine hcl,trifluoperazine hcl,upsher smith la,2015,NA,1412
trifluoperazine hcl,trifluoperazine hcl,upsher smith la,2016,NA,9138
trihexyphenidyl hcl,trihexyphenidyl hcl,actavis pharma,2013,193190,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,actavis pharma,2014,179148,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,actavis pharma,2015,156544,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,actavis pharma,2016,122203,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,actavis pharma/,2013,NA,193190
trihexyphenidyl hcl,trihexyphenidyl hcl,actavis pharma/,2014,NA,179148
trihexyphenidyl hcl,trihexyphenidyl hcl,actavis pharma/,2015,NA,156544
trihexyphenidyl hcl,trihexyphenidyl hcl,actavis pharma/,2016,NA,122203
trihexyphenidyl hcl,trihexyphenidyl hcl,qualitest,2013,93153,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,qualitest,2014,102786,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,qualitest,2015,104573,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,qualitest,2016,68335,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,qualitest/par p,2013,NA,93153
trihexyphenidyl hcl,trihexyphenidyl hcl,qualitest/par p,2014,NA,102786
trihexyphenidyl hcl,trihexyphenidyl hcl,qualitest/par p,2015,NA,104573
trihexyphenidyl hcl,trihexyphenidyl hcl,qualitest/par p,2016,NA,68335
trihexyphenidyl hcl,trihexyphenidyl hcl,richmond pharm,2013,80,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,richmond pharm,2014,73,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,richmond pharm,2015,253,NA
trihexyphenidyl hcl,trihexyphenidyl hcl,richmond pharm,2016,94,NA
trimethoprim,trimethoprim,actavis pharma,2013,74604,NA
trimethoprim,trimethoprim,actavis pharma,2014,74535,NA
trimethoprim,trimethoprim,actavis pharma,2015,73261,NA
trimethoprim,trimethoprim,actavis pharma,2016,75626,NA
trimethoprim,trimethoprim,actavis pharma/,2013,NA,74604
trimethoprim,trimethoprim,actavis pharma/,2014,NA,74535
trimethoprim,trimethoprim,actavis pharma/,2015,NA,73261
trimethoprim,trimethoprim,actavis pharma/,2016,NA,75626
trimethoprim,trimethoprim,mayne pharma in,2016,NA,5803
trimethoprim,trimethoprim,teva usa,2013,155514,NA
trimethoprim,trimethoprim,teva usa,2014,158400,NA
trimethoprim,trimethoprim,teva usa,2015,157111,NA
trimethoprim,trimethoprim,teva usa,2016,119848,NA
trimethoprim,trimethoprim,teva/mayne phar,2013,NA,155514
trimethoprim,trimethoprim,teva/mayne phar,2014,NA,158400
trimethoprim,trimethoprim,teva/mayne phar,2015,NA,157111
trimethoprim,trimethoprim,teva/mayne phar,2016,NA,119848
trimipramine maleate,trimipramine maleate,actavis pharma/,2013,NA,1807
trimipramine maleate,trimipramine maleate,actavis pharma/,2014,NA,30
trimipramine maleate,trimipramine maleate,actavis pharma/,2015,NA,25
trimipramine maleate,trimipramine maleate,actavis pharma/,2016,NA,364
trinessa,norgestimate-ethinyl estradiol,actavis pharma,2013,24001,NA
trinessa,norgestimate-ethinyl estradiol,actavis pharma,2014,20694,NA
trinessa,norgestimate-ethinyl estradiol,actavis pharma,2015,19051,NA
trinessa,norgestimate-ethinyl estradiol,actavis pharma,2016,19280,NA
trinessa,norgestimate-ethinyl estradiol,actavis pharma/,2013,NA,24001
trinessa,norgestimate-ethinyl estradiol,actavis pharma/,2014,NA,20694
trinessa,norgestimate-ethinyl estradiol,actavis pharma/,2015,NA,19051
trinessa,norgestimate-ethinyl estradiol,actavis pharma/,2016,NA,19280
trinessa lo,norgestimate-ethinyl estradiol,actavis pharma/,2016,NA,1419
trintellix,vortioxetine hydrobromide,takeda pharmace,2016,NA,160985
tristart dha,prenatal 93/iron/folate 9/dha,carwin associat,2016,NA,206
trivora-28,levonorgestrel-ethin estradiol,actavis pharma,2013,5681,NA
trivora-28,levonorgestrel-ethin estradiol,actavis pharma,2014,4594,NA
trivora-28,levonorgestrel-ethin estradiol,actavis pharma,2015,4082,NA
trivora-28,levonorgestrel-ethin estradiol,actavis pharma,2016,3093,NA
trivora-28,levonorgestrel-ethin estradiol,mayne pharma in,2016,NA,353
trivora-28,levonorgestrel-ethin estradiol,"watson pharma,",2013,NA,5681
trivora-28,levonorgestrel-ethin estradiol,"watson pharma,",2014,NA,4594
trivora-28,levonorgestrel-ethin estradiol,"watson pharma,",2015,NA,4082
trivora-28,levonorgestrel-ethin estradiol,"watson pharma,",2016,NA,3093
trospium chloride,trospium chloride,"cipla usa, inc.",2016,NA,377
trospium chloride,trospium chloride,heritage pharma,2016,NA,155
trospium chloride er,trospium chloride,actavis pharma,2013,91165,NA
trospium chloride er,trospium chloride,actavis pharma,2014,74217,NA
trospium chloride er,trospium chloride,actavis pharma,2015,55568,NA
trospium chloride er,trospium chloride,actavis pharma,2016,46454,NA
trospium chloride er,trospium chloride,actavis pharma/,2013,NA,91165
trospium chloride er,trospium chloride,actavis pharma/,2014,NA,74217
trospium chloride er,trospium chloride,actavis pharma/,2015,NA,55568
trospium chloride er,trospium chloride,actavis pharma/,2016,NA,46454
trumenba,"n.meningitidis b,lipid fhbp rc",wyeth/pfizer,2015,NA,61
trumenba,"n.meningitidis b,lipid fhbp rc",wyeth/pfizer,2016,NA,247
tygacil,tigecycline,wyeth pharm,2013,10785,NA
tygacil,tigecycline,wyeth pharm,2014,8164,NA
tygacil,tigecycline,wyeth pharm,2015,7535,NA
tygacil,tigecycline,wyeth pharm,2016,3650,NA
tygacil,tigecycline,wyeth/pfizer,2013,NA,11012
tygacil,tigecycline,wyeth/pfizer,2014,NA,8223
tygacil,tigecycline,wyeth/pfizer,2015,NA,7541
tygacil,tigecycline,wyeth/pfizer,2016,NA,4488
tykerb,lapatinib ditosylate,novartis,2016,NA,1378
typhim vi,typhoid vacc vi capsulr polys,sanofi-pasteur,2013,6800,NA
typhim vi,typhoid vacc vi capsulr polys,sanofi-pasteur,2014,8097,NA
typhim vi,typhoid vacc vi capsulr polys,sanofi-pasteur,2015,9477,NA
typhim vi,typhoid vacc vi capsulr polys,sanofi-pasteur,2016,11051,NA
typhim vi,typhoid vi polysacch vaccine,sanofi-pasteur,2013,NA,6800
typhim vi,typhoid vi polysacch vaccine,sanofi-pasteur,2014,NA,8097
typhim vi,typhoid vi polysacch vaccine,sanofi-pasteur,2015,NA,9477
typhim vi,typhoid vi polysacch vaccine,sanofi-pasteur,2016,NA,11198
tyzeka,telbivudine,novartis,2013,406,NA
tyzeka,telbivudine,novartis,2014,365,NA
tyzeka,telbivudine,novartis,2015,287,NA
tyzeka,telbivudine,novartis,2016,288,NA
uceris,budesonide,salix pharmaceu,2016,NA,545
ulticare insulin syringe,"syring-needl,disp,insul,0.3 ml",ultimed inc,2016,NA,61
ulticare insulin syringe,"syringe-needle,insulin,0.5 ml",ultimed inc,2016,NA,147
ulticare insulin syringe,"syringe and needle,insulin,1ml",ultimed inc,2016,NA,169
ultilet insulin syringe,"syring-needl,disp,insul,0.3 ml",boca medical,2013,71,NA
ultilet insulin syringe,"syring-needl,disp,insul,0.3 ml",boca medical,2014,51,NA
ultilet insulin syringe,"syring-needl,disp,insul,0.3 ml",boca medical,2015,63,NA
ultilet insulin syringe,"syring-needl,disp,insul,0.3 ml",boca medical,2016,56,NA
ultra-fine mini pen needle,"pen needle, diabetic",bd diabetes,2013,NA,836637
ultra-fine mini pen needle,"pen needle, diabetic",bd diabetes,2014,NA,872340
ultra-fine mini pen needle,"pen needle, diabetic",bd diabetes,2015,NA,846129
ultra-fine mini pen needle,"pen needle, diabetic",bd diabetes,2016,NA,873310
ultra-fine nano pen needle,"pen needle, diabetic",bd diabetes,2013,NA,448324
ultra-fine nano pen needle,"pen needle, diabetic",bd diabetes,2014,NA,629957
ultra-fine nano pen needle,"pen needle, diabetic",bd diabetes,2015,NA,831267
ultra-fine nano pen needle,"pen needle, diabetic",bd diabetes,2016,NA,1032386
ultra-fine original pen needle,"pen needle, diabetic",bd diabetes,2013,NA,148947
ultra-fine original pen needle,"pen needle, diabetic",bd diabetes,2014,NA,136097
ultra-fine original pen needle,"pen needle, diabetic",bd diabetes,2015,NA,126561
ultra-fine original pen needle,"pen needle, diabetic",bd diabetes,2016,NA,120237
ultra-fine short pen needle,"pen needle, diabetic",bd diabetes,2013,NA,1057985
ultra-fine short pen needle,"pen needle, diabetic",bd diabetes,2014,NA,1042687
ultra-fine short pen needle,"pen needle, diabetic",bd diabetes,2015,NA,968510
ultra-fine short pen needle,"pen needle, diabetic",bd diabetes,2016,NA,916103
ultram er,tramadol hcl,janssen pharm.,2013,998,NA
ultram er,tramadol hcl,janssen pharm.,2014,789,NA
ultram er,tramadol hcl,janssen pharm.,2015,488,NA
ultram er,tramadol hcl,janssen pharm.,2016,190,NA
ultravate,halobetasol propionate,ranbaxy/sun pha,2016,NA,163
ultravate x,halobetasol/lactic acid,ranbaxy/sun pha,2013,84,NA
ultravate x,halobetasol/lactic acid,ranbaxy/sun pha,2014,112,NA
ultravate x,halobetasol/lactic acid,ranbaxy/sun pha,2015,112,NA
ultravate x,halobetasol/lactic acid,ranbaxy/sun pha,2016,66,NA
uptravi,selexipag,actelion pharma,2016,NA,6738
ur n-c,meth/meblue/sod phos/psal/hyos,mayne pharma in,2013,70,NA
ur n-c,meth/meblue/sod phos/psal/hyos,mayne pharma in,2014,12,NA
ur n-c,meth/meblue/sod phos/psal/hyos,mayne pharma in,2015,123,NA
ur n-c,meth/meblue/sod phos/psal/hyos,mayne pharma in,2016,122,NA
uroxatral,alfuzosin hcl,covis/concordia,2014,3055,NA
uroxatral,alfuzosin hcl,covis/concordia,2015,4750,NA
uroxatral,alfuzosin hcl,covis/concordia,2016,792,NA
ursodiol,ursodiol,actavis pharma,2013,129299,NA
ursodiol,ursodiol,actavis pharma,2014,162313,NA
ursodiol,ursodiol,actavis pharma,2015,130821,NA
